term,individual_p,mean_group_p,min_group_p,max_group_p,std_group_p,consistency
how long contagious,0.37499807012067243,0.37499807012067243,0.37499807012067243,0.37499807012067243,0.0,Never
how long does flu last,0.33668784023056464,0.33668784023056464,0.33668784023056464,0.33668784023056464,0.0,Never
how long does the flu last,0.3921510308599365,0.3921510308599366,0.3921510308599365,0.3921510308599365,5.551115123125783e-17,Never
human temperature,0.5263624591901555,0.5263624591901553,0.5263624591901555,0.5263624591901555,1.1102230246251565e-16,Never
i have the flu,0.3128288153889507,0.3128288153889507,0.3128288153889507,0.3128288153889507,0.0,Never
incubation period,0.22881450384717072,0.22881450384717075,0.22881450384717072,0.22881450384717072,2.7755575615628914e-17,Never
influenza symptoms,0.030513822550256142,0.030513822550256142,0.030513822550256142,0.030513822550256142,0.0,Consistent
low body,0.6333208921516778,0.6333208921516779,0.6333208921516778,0.6333208921516778,1.1102230246251565e-16,Never
nausea,0.5366454445521922,0.5366454445521922,0.5366454445521922,0.5366454445521922,0.0,Never
normal body,0.6572473062485789,0.6572473062485787,0.6572473062485789,0.6572473062485789,1.1102230246251565e-16,Never
normal body temperature,0.031923845404512874,0.031923845404512874,0.031923845404512874,0.031923845404512874,0.0,Consistent
oscillococcinum,0.13473628779282298,0.134736287792823,0.13473628779282298,0.13473628779282298,2.7755575615628914e-17,Never
pandemic,0.6694073815233984,0.6694073815233985,0.6694073815233984,0.6694073815233984,1.1102230246251565e-16,Never
period fever,0.8469698601046295,0.8469698601046295,0.8469698601046295,0.8469698601046295,0.0,Never
period flu,0.2856815545246776,0.28568155452467753,0.2856815545246776,0.2856815545246776,5.551115123125783e-17,Never
pneumonia,0.002313827009696179,0.002313827009696179,0.002313827009696179,0.002313827009696179,0.0,Consistent
pneumonia symptoms,0.0010527163277617158,0.0010527163277617158,0.0010527163277617158,0.0010527163277617158,0.0,Consistent
reduce fever,0.44770841320620147,0.44770841320620147,0.44770841320620147,0.44770841320620147,0.0,Never
robitussin,0.009079111866387213,0.009079111866387213,0.009079111866387213,0.009079111866387213,0.0,Consistent
rsv symptoms,0.009246621024175505,0.009246621024175505,0.009246621024175505,0.009246621024175505,0.0,Consistent
signs of flu,0.16802884645955374,0.1680288464595537,0.16802884645955374,0.16802884645955374,2.7755575615628914e-17,Never
sinus,0.48300546479276674,0.4830054647927667,0.48300546479276674,0.48300546479276674,5.551115123125783e-17,Never
sinus infections,0.32083229286063975,0.3208322928606398,0.32083229286063975,0.32083229286063975,5.551115123125783e-17,Never
sinus medicine,0.3214910407974205,0.3214910407974205,0.3214910407974205,0.3214910407974205,0.0,Never
spanish flu,0.5640532076360367,0.5640532076360366,0.5640532076360367,0.5640532076360367,1.1102230246251565e-16,Never
stomach flu,0.01760607620664545,0.01760607620664545,0.01760607620664545,0.01760607620664545,0.0,Consistent
stomach flu diarrhea,0.18411521465884673,0.1841152146588467,0.18411521465884673,0.18411521465884673,2.7755575615628914e-17,Never
stomach flu symptoms,0.0018810881556603487,0.0018810881556603487,0.0018810881556603487,0.0018810881556603487,0.0,Consistent
stomach flu virus,0.29182761472308516,0.2918276147230852,0.29182761472308516,0.29182761472308516,5.551115123125783e-17,Never
stomach virus,0.14918778385303355,0.14918778385303355,0.14918778385303355,0.14918778385303355,0.0,Never
stomach virus symptoms,0.1218767438662296,0.12187674386622956,0.1218767438662296,0.1218767438662296,4.163336342344337e-17,Never
strep,0.046579790332905935,0.046579790332905935,0.046579790332905935,0.046579790332905935,0.0,Consistent
strep throat,0.8235582853164045,0.8235582853164046,0.8235582853164045,0.8235582853164045,1.1102230246251565e-16,Never
symptoms of a cold,0.5137293256652175,0.5137293256652175,0.5137293256652175,0.5137293256652175,0.0,Never
symptoms of bronchitis,0.1296299154661983,0.12962991546619831,0.1296299154661983,0.1296299154661983,2.7755575615628914e-17,Never
symptoms of cold,0.054025649088326744,0.05402564908832674,0.054025649088326744,0.054025649088326744,6.938893903907228e-18,Never
symptoms of fever,0.9450336715193736,0.9450336715193735,0.9450336715193736,0.9450336715193736,1.1102230246251565e-16,Never
symptoms of pneumonia,0.0019772837954056266,0.0019772837954056266,0.0019772837954056266,0.0019772837954056266,0.0,Consistent
symptoms of stomach flu,0.10541211933297379,0.10541211933297377,0.10541211933297379,0.10541211933297379,1.3877787807814457e-17,Never
symptoms of the flu,0.5183378802542293,0.5183378802542293,0.5183378802542293,0.5183378802542293,0.0,Never
taking temperature,0.9762230211174309,0.9762230211174309,0.9762230211174309,0.9762230211174309,0.0,Never
tessalon,0.015285677857154067,0.015285677857154067,0.015285677857154067,0.015285677857154067,0.0,Consistent
the flu,0.5668322844682159,0.5668322844682159,0.5668322844682159,0.5668322844682159,0.0,Never
the flu symptoms,0.5328840098129259,0.532884009812926,0.5328840098129259,0.5328840098129259,1.1102230246251565e-16,Never
the flu virus,0.4786484848144631,0.4786484848144632,0.4786484848144631,0.4786484848144631,1.1102230246251565e-16,Never
the flue,0.03729268055000989,0.03729268055000989,0.03729268055000989,0.03729268055000989,0.0,Consistent
thermoscan,0.6607732555933402,0.6607732555933403,0.6607732555933402,0.6607732555933402,1.1102230246251565e-16,Never
treat flu,0.5269868677755762,0.5269868677755764,0.5269868677755762,0.5269868677755762,1.1102230246251565e-16,Never
tussin,0.04112381838143231,0.04112381838143231,0.04112381838143231,0.04112381838143231,0.0,Consistent
tussionex,0.7645991993865034,0.7645991993865036,0.7645991993865034,0.7645991993865034,1.1102230246251565e-16,Never
tylenol extra strength,0.027533619179009317,0.027533619179009317,0.027533619179009317,0.027533619179009317,0.0,Consistent
upper respiratory,0.03095394309886612,0.03095394309886612,0.03095394309886612,0.03095394309886612,0.0,Consistent
vomiting,0.010421034684813812,0.010421034684813812,0.010421034684813812,0.010421034684813812,0.0,Consistent
walking pneumonia,0.004143290475861705,0.004143290475861705,0.004143290475861705,0.004143290475861705,0.0,Consistent
what is a fever,0.8080250079168991,0.8080250079168992,0.8080250079168991,0.8080250079168991,1.1102230246251565e-16,Never
what is the flu,0.8488895103303828,0.8488895103303828,0.8488895103303828,0.8488895103303828,0.0,Never
covid + covid deaths + covid incubation period + covid vs flu vs cold + incubation period for covid + medicine for covid + spanish flu vs covid,0.7056294817803647,0.7056294817803647,0.7056294817803647,0.7056294817803647,0.0,Never
1918 spanish flu + cold vs flu vs allergies + covid 19 + h1n1 avian flu + spanish flu death toll + spanish flu deaths + spanish flu epidemic + spanish flu h1n1 + spanish flu of 1918 + spanish flu origin + spanish flu pandemic + spanish flu symptoms + spanish flu virus + spanish flu ww1 + spanish flue + the spanish flu + the spanish flu pandemic + was the spanish flu a pandemic + when was spanish flu,0.8018951832388701,0.80189518323887,0.8018951832388701,0.8018951832388701,1.1102230246251565e-16,Never
avian bird flu + avian flu h5n1 + avian flu symptoms + avian flu vaccine + bird flu pandemic + bird flu symptoms + bird flu vaccine + bird flu virus + cdc avian flu + cdc bird flu + h5n1 bird flu + human bird flu + new bird flu + symptoms of bird flu + what is bird flu,0.6698554260182243,0.6698554260182242,0.6698554260182243,0.6698554260182243,1.1102230246251565e-16,Never
avian flu news + avian flu outbreak + bird flu outbreak + covid vs flu vs cold chart + flu symptoms vs common cold + flu virus incubation period + flu vs common cold + head cold vs flu + symptoms of a cold vs flu + tylenol cold and flu while pregnant,0.9853070861562254,0.9853070861562255,0.9853070861562254,0.9853070861562254,1.1102230246251565e-16,Never
2024 flu strain + cold and flu medicine for kids + is the spanish flu influenza,0.4795003187924375,0.4795003187924375,0.4795003187924375,0.4795003187924375,0.0,Never
avian flu california + avian flu symptoms in humans + avian influenza symptoms + best cold and flu medicine for adults + best cough medicine for flu + best medicine for flu and cough + best over the counter cold and flu medicine + children's mucinex cold and flu + cold and flu medicine for adults + current flu symptoms 2024 + cvs cold and flu medicine + flu gestation period + flu medicine for kids + flu no cough + flu reports + flu symptoms 2024 adults + human avian flu + influenza b symptoms in adults + mucinex cold and flu ingredients + mucinex cold and flu liquid + mucinex fast max cold flu and sore throat + mucinex fast-max cold and flu + mucinex nightshift cold and flu + mucinex pills + new avian flu + new flu symptoms 2024 + nighttime cold and flu medicine + period flu reddit + period flu sore throat + symptoms of bird flu in humans + symptoms of flu type a + symptoms of the bird flu + the bird flu symptoms + tylenol cold and flu day and night + tylenol cold and flu pills + tylenol cold and flu pregnancy + tylenol cold and flu severe liquid + tylenol cold and flu severe night + tylenol cold and flu walmart + tylenol nighttime cold and flu + tylenol severe cold and flu liquid + type a flu treatment + walgreens cold and flu + walgreens cold and flu medicine,0.5053041761543889,0.505304176154389,0.5053041761543889,0.5053041761543889,1.1102230246251565e-16,Never
cold symptoms 2024 + flu 2024 + flu a symptoms 2024 + flu b symptoms 2024 + flu season 2024 + norovirus 2024 + norovirus 2024 symptoms + stomach flu 2024 + stomach flu symptoms 2024 + symptoms of covid 2024 + symptoms of flu 2024 + symptoms of the flu 2024,0.8540918110786531,0.8540918110786532,0.8540918110786531,0.8540918110786531,1.1102230246251565e-16,Never
avian flu 2024 + avian flu in milk + bird flu 2024 symptoms + bird flu humans + bird flu in humans + bird flu in milk + bird flu milk + bird flu symptoms humans + bird flu symptoms in humans + bird flu to humans + bird flu vs avian flu + flu outbreak 2024,0.36102382177692527,0.3610238217769252,0.36102382177692527,0.36102382177692527,5.551115123125783e-17,Never
avian flu humans + avian flu in chickens + avian flu in humans + avian flu michigan + avian flu symptoms in chickens + bird flu avian influenza + bird flu texas + flu type a incubation period + symptoms of avian flu + what is avian flu,0.007830820618949574,0.007830820618949574,0.007830820618949574,0.007830820618949574,0.0,Consistent
advil cold and flu + allergies vs cold + best cold and flu medicine + best cold flu medicine + best medicine for cold and flu + best medicine for flu and cold + body aches no fever + children's tylenol + cold and flu alka seltzer + cold flu medicine + coricidin cold and flu + cough and cold medicine + cough and flu medicine + dayquil cold and flu + dayquil severe cold and flu + daytime cold and flu + equate cold and flu + fever breaks + flu and cough medicine + flu cough medicine + how to break a fever + how to bring a fever down + is stomach flu going around + is the flu going around + kids cold and flu + kids flu medicine + medicine for cold and flu + medicine for fever + mucinex cold and flu + mucinex cough medicine + mucinex fast max + mucinex max cold and flu + mucinex night shift + mucinex sinus max + mucinex sore throat + nighttime cold and flu + nyquil cold and flu + nyquil cold and flu severe + nyquil severe cold and flu + reduce a fever + severe cold and flu + severe cold and flu medicine + severe flu medicine + stomach flu going around + symptoms of stomach bug + theraflu cold and flu + tylenol cold and flu + tylenol cold flu + tylenol cough and cold + tylenol for cold and flu + tylenol severe cold and flu + type a vs type b + vicks cold and flu,0.08142221572963904,0.08142221572963902,0.08142221572963904,0.08142221572963904,1.3877787807814457e-17,Never
best flu medicine for adults + children's tylenol cold and flu + cold and flu medicine liquid + flu a symptoms 2023 + flu b symptoms 2023 + flu medicine for adults + flu symptoms 2023 + kids cold and flu medicine + mucinex cold and flu dosage + mucinex cold and flu medicine + mucinex cold flu and sore throat + mucinex severe cold and flu + nba in-season tournament + over the counter flu test + symptoms of rsv + tylenol cold and flu breastfeeding + tylenol cold and flu ingredients + tylenol cold and flu kids + tylenol cold and flu night + walgreens tylenol cold and flu,0.2745789666982108,0.27457896669821086,0.2745789666982108,0.2745789666982108,5.551115123125783e-17,Never
alka seltzer cold and cough + cold vs sinus infection + flu vs stomach flu + food poisoning vs stomach flu + how long does stomach flu last + incubation period cold + incubation period for cold + incubation period for stomach flu + incubation period stomach flu + is stomach flu contagious + norovirus stomach flu + painful cough + stomach flu contagious + stomach flu fever + stomach flu medicine + stomach flu treatment + stomach flu with fever + symptoms of the stomach flu + tylenol cold and sinus + what is stomach flu,1.1051201064371519e-05,1.1051201064371519e-05,1.1051201064371519e-05,1.1051201064371519e-05,0.0,Consistent
best over the counter flu medicine + cold and flu symptoms + cold symptoms vs flu symptoms + cold vs flu symptoms + cure the flu + do i have the flu + early flu symptoms + fight the flu + flu complications + flu contagious period + flu duration + flu germs + flu in children + flu incubation period + flu length + flu medicine over the counter + flu no fever + flu recovery + flu remedy + flu report + flu symptoms cough + flu symptoms treatment + flu symptoms without fever + flu treatments + get over the flu + get rid of the flu + how is the flu spread + how to get rid of the flu + how to treat flu + how to treat the flu + incubation period flu a + incubation period for flu + incubation period for flu a + incubation period for the flu + incubation period of flu + incubation period of the flu + influenza incubation + influenza incubation period + is influenza the flu + is the flu a virus + over the counter flu + over the counter flu medicine + over the counter medicine for flu + period flu symptoms + remedies for flu + remedies for the flu + respiratory flu + signs of the flu + symptoms for the flu + treat the flu + treating flu + treating the flu + treatment for flu + treatment for the flu + what are the symptoms of the flu + what is period flu + what to do if you have the flu + whats the flu,0.7451379359068733,0.7451379359068733,0.7451379359068733,0.7451379359068733,0.0,Never
difference in flu type a and b + flu b incubation period + flu b symptoms + flu b treatment + flu type a vs b + flu type a vs type b + flu type b symptoms + flu type b vs a + influenza b symptoms + symptoms of flu b + symptoms of flu type b + symptoms of influenza b + the flu vs a cold + type a and b flu + type a flu vs type b flu + type b flu symptoms + what is flu b + what is flu b symptoms + what is type a and b flu,0.4671663273432697,0.4671663273432697,0.4671663273432697,0.4671663273432697,0.0,Never
influenza a vs b symptoms + medicine for flu and cough + stomach flu vs stomach bug,0.31288941903639556,0.3128894190363955,0.31288941903639556,0.31288941903639556,5.551115123125783e-17,Never
/m/09gh4jl + best flu medicine + best medicine for flu + best medicine for flu symptoms + best medicine for the flu + best over the counter medicine for flu + cough after flu + cough from flu + cough with flu + dry cough flu + exposed to flu + fever vs flu + fever with the flu + flu a and b symptoms + flu a contagious + flu a vs b symptoms + flu a vs flu b + flu a vs flu b symptoms + flu and cough + flu but no fever + flu how long are you contagious + flu lasts + flu medicine tamiflu + flu relief + flu symptoms medicine + flu type a symptoms + flu vs fever + flu with no fever + flu without fever + having the flu + how long is flu contagious + how long is the flu + how long is the flu contagious + how to treat the flu at home + influenza a and b + influenza a symptoms + influenza contagious + influenza treatment + medicine for flu + medicine for flu symptoms + medicine for the flu + rapid flu + stomach bug or flu + symptoms of influenza + symptoms of influenza a + tamiflu medicine + test for the flu + the flu type a + type a flu + type a flu contagious + type a flu symptoms + what is flu type a,0.2863918392504464,0.28639183925044637,0.2863918392504464,0.2863918392504464,5.551115123125783e-17,Never
current flu symptoms + flu type a treatment + how long am i contagious with the flu + type a influenza symptoms,0.8451797581328149,0.8451797581328149,0.8451797581328149,0.8451797581328149,0.0,Never
